rank,lemma,zipf_freq,evidence,in_workbook
1184,overcome,4.270,verbnet+brown+wn-primary,yes
1185,parallel,4.270,brown+wn-primary,no
1186,pit,4.270,verbnet,yes
1187,quest,4.270,verbnet+wn-primary,yes
1188,stroke,4.270,verbnet+brown,yes
1189,stun,3.370,verbnet+brown+wn-primary,yes
1190,tune,4.270,brown+wn-primary,no
1191,weed,4.270,verbnet,yes
1192,classify,3.390,verbnet+brown+wn-primary,yes
1193,clip,4.260,verbnet+brown+wn-primary,yes
1194,coin,4.190,verbnet+brown+wn-primary,yes
1195,disappear,4.090,verbnet+brown+wn-primary,yes
1196,encounter,4.260,verbnet+brown+wn-primary,yes
1197,panic,4.260,verbnet+brown+wn-primary,yes
1198,pursue,4.260,verbnet+brown+wn-primary,yes
1199,realise,4.260,wn-primary,no
1200,rip,4.260,verbnet+brown+wn-primary,yes
1201,segment,4.260,wn-primary,no
1202,venture,4.260,verbnet+brown+wn-primary,yes
1203,accompany,3.810,verbnet+brown+wn-primary,yes
1204,brick,4.250,verbnet,yes
1205,designate,3.370,verbnet+brown+wn-primary,yes
1206,forgive,4.250,verbnet+brown+wn-primary,yes
1207,garage,4.250,verbnet+wn-primary,yes
1208,pipe,4.250,verbnet+wn-primary,yes
1209,piss,4.170,verbnet+wn-primary,yes
1210,powder,4.250,verbnet+brown+wn-primary,yes
1211,screw,4.250,verbnet+brown+wn-primary,yes
1212,shelter,4.250,verbnet+brown,yes
1213,trigger,4.250,verbnet+brown+wn-primary,yes
1214,vary,4.250,verbnet+brown+wn-primary,yes
1215,wag,3.030,verbnet+brown+wn-primary,yes
1216,bullet,4.240,verbnet,yes
1217,copyright,4.240,verbnet+wn-primary,no
1218,deposit,4.240,verbnet+brown,yes
1219,export,4.240,verbnet+brown+wn-primary,yes
1220,isolate,3.600,verbnet+brown+wn-primary,yes
1221,modify,3.790,verbnet+brown+wn-primary,yes
1222,neighbor,4.110,verbnet+brown+wn-primary,yes
1223,pat,4.240,verbnet+brown,yes
1224,spy,4.240,verbnet+brown+wn-primary,yes
1225,tunnel,4.240,verbnet+wn-primary,yes
1226,upgrade,4.240,verbnet+brown+wn-primary,yes
1227,warrant,4.240,brown+wn-primary,no
1228,bless,4.170,verbnet+brown+wn-primary,yes
1229,brush,4.230,verbnet+brown+wn-primary,yes
1230,burden,4.230,verbnet+brown+wn-primary,yes
1231,certify,3.080,verbnet+brown+wn-primary,yes
1232,charter,4.230,verbnet+brown+wn-primary,yes
1233,cock,4.230,verbnet+brown+wn-primary,yes
1234,complain,4.230,verbnet+brown+wn-primary,yes
1235,discipline,4.230,brown,no
1236,disgust,3.610,verbnet+brown+wn-primary,yes
1237,dj,4.230,wn-primary,no
1238,essay,4.230,wn-primary,no
1239,heal,4.120,verbnet+brown+wn-primary,yes
1240,implement,4.200,verbnet+brown+wn-primary,no
1241,shed,4.230,verbnet+brown+wn-primary,yes
1242,snake,4.230,verbnet+brown+wn-primary,yes
1243,sponsor,4.040,verbnet+brown+wn-primary,yes
1244,bin,4.220,verbnet,yes
1245,cancel,4.180,brown+wn-primary,no
1246,climb,4.220,verbnet+brown+wn-primary,yes
1247,cruise,4.220,verbnet+brown+wn-primary,yes
1248,delete,4.220,verbnet+wn-primary,yes
1249,demonstrate,4.200,verbnet+brown+wn-primary,yes
1250,dig,4.220,verbnet+brown+wn-primary,yes
1251,eagle,4.130,wn-primary,no
1252,leaf,4.220,verbnet+wn-primary,yes
1253,legitimate,4.220,wn-primary,no
1254,lightning,4.220,verbnet,yes
1255,outfit,4.220,verbnet,yes
1256,pension,4.220,wn-primary,no
1257,permit,4.220,verbnet+brown+wn-primary,no
1258,plat,3.100,wn-primary,no
1259,sue,4.220,brown+wn-primary,no
1260,twist,4.220,verbnet+brown+wn-primary,yes
1261,advocate,4.210,brown+wn-primary,no
1262,convert,4.110,verbnet+brown+wn-primary,yes
1263,duck,4.210,verbnet+brown+wn-primary,no
1264,fence,4.210,verbnet+brown+wn-primary,yes
1265,meter,4.090,verbnet+brown+wn-primary,yes
1266,nail,4.210,verbnet+brown+wn-primary,yes
1267,sink,4.210,verbnet+brown+wn-primary,yes
1268,skip,4.210,verbnet+brown+wn-primary,yes
1269,snap,4.210,verbnet+brown+wn-primary,yes
1270,bronze,4.200,verbnet+wn-primary,yes
1271,bug,4.200,verbnet+brown,yes
1272,cave,4.200,wn-primary,no
1273,cheat,4.060,verbnet+brown+wn-primary,yes
1274,communicate,4.200,verbnet+brown+wn-primary,yes
1275,convict,3.560,brown+wn-primary,no
1276,dismiss,3.850,verbnet+brown+wn-primary,yes
1277,distinguish,3.870,verbnet+brown+wn-primary,yes
1278,dose,4.200,wn-primary,no
1279,flip,4.200,verbnet+brown+wn-primary,yes
1280,incorporate,3.850,verbnet+brown+wn-primary,no
1281,patch,4.200,verbnet+brown+wn-primary,yes
1282,resist,4.200,brown+wn-primary,no
1283,transit,4.200,wn-primary,no
1284,wireless,4.200,verbnet,yes
1285,wrap,4.200,verbnet+brown+wn-primary,yes
1286,buck,4.010,verbnet+brown+wn-primary,yes
1287,bulk,4.190,wn-primary,no
1288,census,4.190,wn-primary,no
1289,deem,3.340,verbnet+brown+wn-primary,yes
1290,emerge,3.890,verbnet+brown+wn-primary,yes
1291,humor,4.190,brown,no
1292,overnight,4.190,verbnet,no
1293,poster,4.190,verbnet,yes
1294,preserve,4.190,verbnet+brown+wn-primary,yes
1295,raid,4.190,verbnet+brown+wn-primary,yes
1296,ram,4.190,verbnet+brown+wn-primary,yes
1297,restrict,3.800,verbnet+brown+wn-primary,no
1298,rout,3.090,wn-primary,no
1299,situate,2.410,verbnet+brown+wn-primary,yes
1300,sustain,3.930,verbnet+brown+wn-primary,no
1301,taxi,4.190,verbnet+wn-primary,yes
1302,trace,4.190,verbnet+brown+wn-primary,yes
1303,acknowledge,4.180,verbnet+brown+wn-primary,yes
1304,advise,4.090,verbnet+brown+wn-primary,yes
1305,bare,4.180,verbnet,yes
1306,bias,4.180,verbnet+wn-primary,no
1307,carpet,4.180,verbnet+brown+wn-primary,yes
1308,chill,4.180,verbnet+brown+wn-primary,yes
1309,clue,4.180,wn-primary,no
1310,cod,3.890,brown,no
1311,collapse,4.180,verbnet+brown+wn-primary,yes
1312,compound,4.180,verbnet+brown+wn-primary,yes
1313,costume,4.180,wn-primary,no
1314,devote,3.530,verbnet+brown+wn-primary,no
1315,dominate,3.870,verbnet+brown+wn-primary,yes
1316,examine,4.180,verbnet+brown+wn-primary,yes
1317,float,3.940,verbnet+brown+wn-primary,yes
1318,lap,4.180,verbnet+brown+wn-primary,yes
1319,nominate,3.570,verbnet+brown+wn-primary,yes
1320,patent,4.180,verbnet+brown+wn-primary,no
1321,proceed,4.180,verbnet+brown+wn-primary,no
1322,restore,4.180,verbnet+brown+wn-primary,yes
1323,rifle,4.180,verbnet+wn-primary,yes
1324,rival,4.180,brown+wn-primary,no
1325,soap,4.180,verbnet,yes
1326,spray,4.180,verbnet+brown+wn-primary,yes
1327,verse,4.180,wn-primary,no
1328,adapt,3.980,verbnet+brown+wn-primary,no
1329,chuck,4.170,verbnet+brown+wn-primary,yes
1330,crush,4.170,verbnet+brown+wn-primary,yes
1331,dam,4.170,verbnet+brown,yes
1332,decrease,4.170,verbnet+brown+wn-primary,no
1333,gentle,4.170,wn-primary,no
1334,illustrate,3.710,verbnet+brown+wn-primary,yes
1335,invent,3.570,verbnet+brown+wn-primary,yes
1336,lease,4.170,verbnet+brown+wn-primary,yes
1337,resolve,4.170,brown+wn-primary,no
1338,shine,4.170,verbnet+brown+wn-primary,yes
1339,substitute,4.170,verbnet+brown+wn-primary,yes
1340,treasure,4.170,verbnet+wn-primary,yes
1341,tweet,4.170,verbnet+wn-primary,yes
1342,underlie,2.680,verbnet+brown+wn-primary,yes
1343,apologize,4.160,brown+wn-primary,no
1344,bubble,4.160,verbnet+brown+wn-primary,yes
1345,counsel,4.160,verbnet+brown+wn-primary,yes
1346,embrace,4.160,verbnet+brown+wn-primary,yes
1347,exhibit,4.160,verbnet+brown+wn-primary,yes
1348,hammer,4.160,verbnet+brown,yes
1349,impose,3.920,verbnet+brown+wn-primary,no
1350,inter,4.160,wn-primary,no
1351,marvel,4.160,verbnet+brown+wn-primary,yes
1352,parade,4.160,verbnet+brown+wn-primary,yes
1353,perceive,3.720,verbnet+brown+wn-primary,yes
1354,premiere,4.160,wn-primary,no
1355,react,4.160,verbnet+brown+wn-primary,yes
1356,remark,3.660,verbnet+brown+wn-primary,yes
1357,retain,4.160,brown+wn-primary,no
1358,scratch,4.160,verbnet+brown+wn-primary,yes
1359,shade,4.160,verbnet+brown+wn-primary,yes
1360,shy,4.160,brown+wn-primary,no
1361,yield,4.160,verbnet+brown+wn-primary,yes
1362,accomplish,4.050,verbnet+brown+wn-primary,no
1363,burst,4.150,verbnet+brown+wn-primary,yes
1364,compromise,4.150,verbnet+brown+wn-primary,yes
1365,crop,4.150,verbnet+brown+wn-primary,yes
1366,eliminate,4.150,verbnet+brown+wn-primary,yes
1367,embarrass,3.410,verbnet+brown+wn-primary,yes
1368,harbor,4.150,brown+wn-primary,no
1369,par,4.150,wn-primary,no
1370,podcast,4.150,wn-primary,no
1371,stake,4.150,verbnet+brown+wn-primary,yes
1372,strain,4.150,verbnet+brown+wn-primary,yes
1373,tackle,4.150,verbnet+brown+wn-primary,yes
1374,torture,4.150,verbnet+brown,yes
1375,translate,3.930,verbnet+brown+wn-primary,yes
1376,abstract,4.140,verbnet+brown+wn-primary,yes
1377,accent,4.140,brown,no
1378,awake,4.140,verbnet+brown+wn-primary,yes
1379,beam,4.140,verbnet+brown+wn-primary,yes
1380,corrupt,4.140,verbnet+brown+wn-primary,yes
1381,cow,4.140,verbnet,yes
1382,curve,4.140,verbnet+brown+wn-primary,yes
1383,depress,2.860,verbnet+brown+wn-primary,yes
1384,din,3.560,brown+wn-primary,no
1385,hurry,4.140,verbnet+brown+wn-primary,yes
1386,install,4.140,verbnet+brown+wn-primary,yes
1387,justify,4.140,verbnet+brown+wn-primary,yes
1388,lean,4.140,verbnet+brown+wn-primary,yes
1389,lecture,4.140,verbnet+brown+wn-primary,yes
1390,motivate,3.600,verbnet+brown+wn-primary,yes
1391,patrol,4.140,verbnet+brown,yes
1392,pearl,4.140,verbnet,no
1393,peer,4.140,verbnet+brown+wn-primary,yes
1394,pepper,4.140,verbnet+wn-primary,yes
1395,pig,4.140,wn-primary,no
1396,pile,4.140,verbnet+brown,yes
1397,plug,4.140,verbnet+brown+wn-primary,yes
1398,revise,3.480,verbnet+brown+wn-primary,yes
1399,sweat,4.140,verbnet+brown,yes
1400,tattoo,4.140,verbnet,yes
1401,thunder,4.140,verbnet+brown+wn-primary,yes
1402,wrestle,3.480,verbnet+brown+wn-primary,yes
1403,bend,4.130,verbnet+brown+wn-primary,yes
1404,breach,4.130,wn-primary,no
1405,cage,4.130,verbnet,yes
1406,cheer,4.060,verbnet+brown+wn-primary,yes
1407,correspond,3.500,verbnet+brown+wn-primary,yes
1408,fascinate,2.510,verbnet+brown+wn-primary,yes
1409,helicopter,4.130,verbnet,yes
1410,infect,3.360,verbnet+brown+wn-primary,yes
1411,keen,4.130,verbnet,yes
1412,mud,4.130,wn-primary,no
1413,owe,4.130,verbnet+brown+wn-primary,yes
1414,prospect,4.130,verbnet,yes
1415,retreat,4.130,verbnet+brown+wn-primary,yes
1416,sandwich,4.130,wn-primary,no
1417,ski,4.130,verbnet+brown+wn-primary,yes
1418,visa,4.130,wn-primary,no
1419,authorize,3.380,verbnet+brown+wn-primary,yes
1420,brad,4.120,wn-primary,no
1421,charm,4.120,verbnet+brown+wn-primary,yes
1422,dive,4.120,verbnet+brown+wn-primary,yes
1423,govern,3.670,verbnet+brown+wn-primary,yes
1424,orient,3.440,brown+wn-primary,no
1425,predict,4.080,verbnet+brown+wn-primary,yes
1426,rap,4.120,verbnet+brown+wn-primary,yes
1427,resume,4.120,verbnet+brown+wn-primary,no
1428,rev,4.120,wn-primary,no
1429,ridge,4.120,wn-primary,no
1430,ace,4.110,wn-primary,no
1431,adjust,4.070,verbnet+brown+wn-primary,no
1432,alternate,4.110,verbnet+brown+wn-primary,yes
1433,drum,4.110,verbnet+brown+wn-primary,yes
1434,entertain,3.830,verbnet+brown+wn-primary,yes
1435,grip,4.110,verbnet+brown+wn-primary,yes
1436,humble,4.110,verbnet+wn-primary,yes
1437,potter,4.110,verbnet+wn-primary,no
1438,rage,4.110,verbnet+wn-primary,yes
1439,stamp,4.110,verbnet+brown+wn-primary,yes
1440,throne,4.110,wn-primary,no
1441,urge,4.110,verbnet+brown+wn-primary,yes
1442,archive,3.980,verbnet+wn-primary,yes
1443,array,4.100,wn-primary,no
1444,calculate,3.870,brown+wn-primary,no
1445,hunger,4.100,verbnet+wn-primary,yes
1446,import,4.100,verbnet+brown+wn-primary,yes
1447,pine,4.100,verbnet+wn-primary,yes
1448,pose,4.100,verbnet+brown+wn-primary,yes
1449,pour,4.100,verbnet+brown+wn-primary,yes
1450,shark,4.100,verbnet+wn-primary,no
1451,delight,3.970,verbnet+brown+wn-primary,yes
1452,disagree,4.090,verbnet+brown+wn-primary,yes
1453,drill,4.090,verbnet+brown+wn-primary,yes
1454,evolve,3.800,verbnet+brown+wn-primary,yes
1455,forecast,4.090,brown+wn-primary,no
1456,hug,4.090,verbnet+brown+wn-primary,yes
1457,leak,4.090,verbnet+brown+wn-primary,yes
1458,riot,4.090,wn-primary,no
1459,smash,4.090,verbnet+brown+wn-primary,yes
1460,surrender,4.090,verbnet+brown+wn-primary,yes
1461,vacuum,4.090,verbnet+brown,yes
1462,anticipate,3.730,verbnet+brown+wn-primary,yes
1463,bleed,3.720,verbnet+brown+wn-primary,yes
1464,breed,4.080,brown+wn-primary,no
1465,bud,4.080,verbnet+brown+wn-primary,yes
1466,butler,4.080,verbnet,yes
1467,cartoon,4.080,wn-primary,no
1468,console,4.080,verbnet+brown,yes
1469,dump,4.080,verbnet+brown+wn-primary,yes
1470,enhance,4.040,verbnet+brown+wn-primary,yes
1471,exhaust,3.810,verbnet+brown+wn-primary,yes
1472,fold,4.080,verbnet+brown+wn-primary,yes
1473,freak,4.080,wn-primary,no
1474,frustrate,2.990,verbnet+brown+wn-primary,yes
1475,gamble,3.790,verbnet+brown+wn-primary,no
1476,lodge,4.080,verbnet+brown+wn-primary,yes
1477,merit,4.080,brown+wn-primary,no
1478,obsess,2.900,verbnet+brown+wn-primary,yes
1479,organise,3.500,wn-primary,no
1480,overwhelm,3.150,verbnet+brown+wn-primary,yes
1481,pale,4.080,verbnet,yes
1482,poison,4.080,verbnet+brown+wn-primary,yes
1483,rebel,4.080,verbnet+brown+wn-primary,yes
1484,toll,4.080,verbnet+wn-primary,yes
1485,transform,4.040,verbnet+brown+wn-primary,yes
1486,warehouse,4.080,verbnet+wn-primary,yes
1487,widow,4.080,verbnet+brown+wn-primary,yes
1488,wive,1.750,wn-primary,no
1489,animate,3.140,verbnet+brown+wn-primary,yes
1490,assess,4.070,verbnet+brown+wn-primary,yes
1491,assure,4.060,verbnet+brown+wn-primary,yes
1492,beard,4.070,verbnet+brown,yes
1493,blanket,4.070,verbnet+brown+wn-primary,yes
1494,bucket,4.070,verbnet+wn-primary,yes
1495,compute,3.410,verbnet+brown+wn-primary,yes
1496,concentrate,4.070,verbnet+brown+wn-primary,no
1497,curse,4.070,verbnet+brown+wn-primary,yes
1498,drain,4.070,verbnet+brown+wn-primary,yes
1499,flame,4.070,verbnet+brown+wn-primary,yes
1500,hint,4.070,verbnet+brown,yes
1501,ink,4.070,verbnet+wn-primary,yes
1502,monkey,4.070,wn-primary,no
1503,motorcycle,4.070,verbnet+wn-primary,yes
1504,nest,4.070,verbnet+brown+wn-primary,no
1505,recognise,3.920,verbnet+wn-primary,yes
1506,reign,4.070,brown+wn-primary,no
1507,scan,4.070,verbnet+brown+wn-primary,yes
1508,scare,4.070,verbnet+wn-primary,yes
1509,span,4.070,verbnet+brown,yes
1510,specialize,3.280,brown+wn-primary,no
1511,toe,4.070,wn-primary,no
1512,ballot,4.060,wn-primary,no
1513,compact,4.060,verbnet+wn-primary,yes
1514,consult,3.870,verbnet+brown+wn-primary,yes
1515,demo,4.060,wn-primary,no
1516,detect,4.050,verbnet+brown+wn-primary,yes
1517,donate,4.040,verbnet+brown+wn-primary,yes
1518,elaborate,4.060,verbnet+brown+wn-primary,yes
1519,fry,3.890,verbnet+brown+wn-primary,yes
1520,heel,3.840,verbnet+wn-primary,yes
1521,hull,4.060,verbnet,yes
1522,insist,4.030,verbnet+brown+wn-primary,yes
1523,intimate,4.060,verbnet+brown,yes
1524,pronounce,3.660,verbnet+brown+wn-primary,yes
1525,pulse,4.060,verbnet+brown+wn-primary,yes
1526,rope,4.060,verbnet+wn-primary,yes
1527,shout,4.060,verbnet+brown+wn-primary,yes
1528,specify,3.780,verbnet+brown+wn-primary,yes
1529,streak,4.060,verbnet+brown+wn-primary,yes
1530,alter,4.050,verbnet+brown+wn-primary,yes
1531,attribute,3.770,brown+wn-primary,no
1532,beg,4.050,verbnet+brown+wn-primary,yes
1533,buzz,4.050,verbnet+brown+wn-primary,yes
1534,diagnose,3.410,verbnet+brown+wn-primary,yes
1535,dimension,4.020,brown+wn-primary,no
1536,dip,4.050,verbnet+brown+wn-primary,yes
1537,disturb,3.560,verbnet+brown+wn-primary,yes
1538,dot,4.050,verbnet+brown+wn-primary,yes
1539,flee,3.810,verbnet+brown+wn-primary,yes
1540,foul,4.050,brown+wn-primary,no
1541,graph,4.050,wn-primary,no
1542,hack,4.050,verbnet+brown+wn-primary,yes
1543,interact,4.050,verbnet+brown+wn-primary,yes
1544,rabbit,4.050,verbnet,no
1545,slim,4.050,verbnet+wn-primary,yes
1546,sophisticate,1.770,wn-primary,no
1547,spam,4.050,wn-primary,no
1548,stack,4.050,verbnet+brown+wn-primary,yes
1549,tent,4.050,wn-primary,no
1550,tide,4.050,wn-primary,no
1551,withdraw,4.050,verbnet+brown+wn-primary,yes
1552,audit,4.040,verbnet+brown+wn-primary,yes
1553,bolt,4.040,verbnet+brown+wn-primary,yes
1554,brook,3.740,wn-primary,no
1555,bust,4.040,verbnet+brown+wn-primary,no
1556,collar,4.040,verbnet+brown,no
1557,comply,4.040,brown+wn-primary,no
1558,cope,4.040,verbnet+brown+wn-primary,no
1559,echo,4.040,verbnet+brown+wn-primary,yes
1560,flavor,4.040,brown,no
1561,induce,3.560,verbnet+brown+wn-primary,yes
1562,renew,3.730,verbnet+brown+wn-primary,yes
1563,resign,3.970,verbnet+brown+wn-primary,yes
1564,shallow,4.040,wn-primary,no
1565,shanghai,4.040,verbnet+wn-primary,yes
1566,sketch,4.040,verbnet+brown+wn-primary,yes
1567,spite,4.040,wn-primary,no
1568,strengthen,4.040,verbnet+brown+wn-primary,yes
1569,yell,3.850,verbnet+brown+wn-primary,yes
1570,cease,4.030,verbnet+brown+wn-primary,no
1571,deploy,3.700,brown+wn-primary,no
1572,differ,4.030,verbnet+brown+wn-primary,yes
1573,elevate,3.380,verbnet+brown+wn-primary,yes
1574,fork,4.030,verbnet+brown+wn-primary,yes
1575,harvest,4.030,brown+wn-primary,no
1576,headline,4.030,wn-primary,no
1577,hype,4.030,wn-primary,no
1578,junk,4.030,wn-primary,no
1579,lobby,4.030,verbnet,yes
1580,mob,4.030,verbnet,no
1581,orbit,4.030,verbnet+brown,no
1582,paragraph,4.030,wn-primary,no
1583,ranch,4.030,wn-primary,no
1584,seize,3.800,verbnet+brown+wn-primary,yes
1585,sock,3.610,verbnet+wn-primary,yes
1586,supplement,4.030,brown+wn-primary,no
1587,tin,4.030,verbnet+wn-primary,yes
1588,accommodate,4.020,verbnet+brown+wn-primary,no
1589,anchor,4.020,verbnet+brown+wn-primary,yes
1590,arch,4.020,verbnet+brown,yes
1591,badge,4.020,wn-primary,no
1592,bounce,4.020,verbnet+brown+wn-primary,yes
1593,carol,4.020,verbnet+wn-primary,yes
1594,extract,4.020,verbnet+brown+wn-primary,yes
1595,ferry,4.020,verbnet+wn-primary,yes
1596,gauge,4.020,verbnet+wn-primary,yes
1597,gut,4.020,verbnet+wn-primary,yes
1598,lamb,4.020,verbnet,yes
1599,possess,4.020,verbnet+brown+wn-primary,yes
1600,premise,3.820,verbnet+wn-primary,no
1601,slam,4.020,verbnet+brown+wn-primary,yes
1602,subscribe,4.020,brown+wn-primary,no
1603,activate,3.760,verbnet+brown+wn-primary,yes
1604,bail,4.010,verbnet+wn-primary,yes
1605,characterize,3.320,verbnet+brown+wn-primary,yes
1606,evaluate,4.010,verbnet+brown+wn-primary,yes
1607,insert,4.010,verbnet+brown+wn-primary,yes
1608,massage,4.010,verbnet+wn-primary,yes
1609,pad,4.010,verbnet+brown+wn-primary,yes
1610,rumor,3.730,wn-primary,no
1611,sail,4.010,verbnet+brown+wn-primary,yes
1612,tan,4.010,verbnet+brown+wn-primary,yes
1613,thumb,4.010,verbnet+wn-primary,yes
1614,void,4.010,verbnet+wn-primary,no
1615,whip,4.010,verbnet+brown+wn-primary,yes
1616,wipe,4.010,verbnet+brown+wn-primary,yes
1617,behave,4.000,verbnet+brown+wn-primary,yes
1618,borrow,4.000,verbnet+brown+wn-primary,yes
1619,chin,4.000,brown+wn-primary,no
1620,clerk,4.000,verbnet+wn-primary,yes
1621,criticize,3.630,verbnet+brown+wn-primary,yes
1622,dash,4.000,verbnet+brown+wn-primary,yes
1623,drone,4.000,verbnet,yes
1624,escort,4.000,verbnet+brown+wn-primary,yes
1625,flour,4.000,verbnet+wn-primary,yes
1626,jerk,4.000,verbnet+brown+wn-primary,yes
1627,pause,4.000,verbnet+brown+wn-primary,no
1628,pledge,4.000,verbnet+brown+wn-primary,yes
1629,punish,3.950,verbnet+brown+wn-primary,no
1630,slice,4.000,verbnet+brown+wn-primary,yes
1631,spur,3.660,verbnet+brown+wn-primary,yes
1632,telegraph,4.000,verbnet+brown+wn-primary,yes
1633,affiliate,3.990,verbnet+brown+wn-primary,no
1634,cluster,3.990,verbnet+brown+wn-primary,yes
1635,dock,3.990,verbnet+brown+wn-primary,yes
1636,facilitate,3.990,brown+wn-primary,no
1637,freight,3.990,wn-primary,no
1638,initiate,3.740,verbnet+brown+wn-primary,no
1639,insult,3.990,verbnet+brown+wn-primary,yes
1640,mat,3.840,brown,no
1641,negotiate,3.990,verbnet+brown+wn-primary,yes
1642,offset,3.990,brown+wn-primary,no
1643,pal,3.990,wn-primary,no
1644,pirate,3.960,verbnet+wn-primary,yes
1645,probe,3.990,verbnet+brown+wn-primary,yes
1646,prohibit,3.510,verbnet+brown+wn-primary,no
1647,recruit,3.890,verbnet+brown+wn-primary,yes
1648,sneak,3.990,verbnet+brown+wn-primary,yes
1649,spark,3.990,verbnet+brown,yes
1650,steep,3.990,verbnet+brown+wn-primary,yes
1651,upload,3.990,verbnet+wn-primary,yes
1652,weigh,3.990,verbnet+brown+wn-primary,yes
1653,absent,3.980,brown,no
1654,bicycle,3.980,verbnet+wn-primary,yes
1655,bump,3.980,verbnet+brown+wn-primary,yes
1656,cart,3.980,verbnet+wn-primary,yes
1657,compel,3.280,verbnet+brown+wn-primary,yes
1658,compile,3.380,verbnet+brown+wn-primary,yes
1659,cord,3.980,wn-primary,no
1660,harbour,3.980,wn-primary,no
1661,hazard,3.980,verbnet+wn-primary,no
1662,imply,3.830,verbnet+brown+wn-primary,yes
1663,jaw,3.980,wn-primary,no
1664,needle,3.980,wn-primary,no
1665,pity,3.980,verbnet+brown,yes
1666,prey,3.980,wn-primary,no
1667,regulate,3.870,brown+wn-primary,no
1668,shin,3.690,brown,no
1669,wade,3.980,verbnet+wn-primary,yes
1670,whale,3.980,verbnet+wn-primary,no
1671,admire,3.970,verbnet+brown+wn-primary,yes
1672,armor,3.970,verbnet+brown,yes
1673,bachelor,3.970,wn-primary,no
1674,berry,3.970,verbnet,no
1675,bully,3.870,verbnet+brown+wn-primary,yes
1676,caution,3.970,verbnet+brown,yes
1677,clash,3.970,verbnet+wn-primary,yes
1678,condemn,3.720,verbnet+brown+wn-primary,yes
1679,grasp,3.970,verbnet+brown+wn-primary,yes
1680,mandate,3.970,verbnet+wn-primary,yes
1681,rub,3.970,verbnet+brown+wn-primary,yes
1682,scatter,3.390,verbnet+brown+wn-primary,yes
1683,scout,3.970,verbnet+brown,yes
1684,slap,3.970,verbnet+brown,yes
1685,sweep,3.970,verbnet+brown+wn-primary,yes
1686,administer,3.540,verbnet+brown+wn-primary,yes
1687,assemble,3.640,verbnet+brown+wn-primary,yes
1688,canvas,3.960,wn-primary,no
1689,curry,3.960,verbnet+wn-primary,yes
1690,decease,2.110,verbnet+wn-primary,yes
1691,enforce,3.960,verbnet+brown+wn-primary,no
1692,forbid,3.660,verbnet+brown+wn-primary,no
1693,kidnap,3.480,verbnet+brown+wn-primary,yes
1694,melt,3.960,verbnet+brown+wn-primary,yes
1695,pee,3.960,verbnet+wn-primary,yes
1696,pillow,3.960,wn-primary,no
1697,preview,3.960,wn-primary,no
1698,puzzle,3.960,verbnet+brown+wn-primary,yes
1699,skirt,3.960,verbnet+brown+wn-primary,yes
1700,spike,3.960,brown+wn-primary,no
1701,sprint,3.960,verbnet+wn-primary,yes
1702,stir,3.960,verbnet+brown+wn-primary,yes
1703,toast,3.960,verbnet+brown+wn-primary,yes
1704,trek,3.960,verbnet+wn-primary,yes
1705,triumph,3.960,verbnet+wn-primary,yes
1706,wreck,3.960,verbnet+brown,yes
1707,bargain,3.950,verbnet+brown+wn-primary,yes
1708,blend,3.950,verbnet+brown+wn-primary,yes
1709,cab,3.950,verbnet,yes
1710,consume,3.880,verbnet+brown+wn-primary,yes
1711,cough,3.950,verbnet+brown+wn-primary,yes
1712,distress,3.950,verbnet+brown+wn-primary,yes
1713,feast,3.950,verbnet+wn-primary,yes
1714,frost,3.950,verbnet+wn-primary,yes
1715,goin,3.950,brown,no
1716,herald,3.950,verbnet+wn-primary,yes
1717,hike,3.950,verbnet+brown+wn-primary,yes
1718,hollow,3.950,verbnet,yes
1719,pencil,3.950,verbnet,yes
1720,pip,3.350,verbnet+brown+wn-primary,yes
1721,purse,3.950,verbnet+brown+wn-primary,yes
1722,quarterback,3.950,wn-primary,no
1723,relieve,3.770,verbnet+brown+wn-primary,yes
1724,sanction,3.430,verbnet+brown+wn-primary,no
1725,sigh,3.950,verbnet+brown+wn-primary,yes
1726,tense,3.950,verbnet+wn-primary,yes
1727,terrify,2.800,verbnet+brown+wn-primary,yes
1728,aggregate,3.940,verbnet,yes
1729,automobile,3.940,wn-primary,no
1730,cement,3.940,verbnet+brown+wn-primary,yes
1731,cox,3.940,verbnet+wn-primary,yes
1732,decorate,3.360,verbnet+brown+wn-primary,yes
1733,delegate,3.700,brown+wn-primary,no
1734,dull,3.940,verbnet+brown+wn-primary,yes
1735,fare,3.940,wn-primary,no
1736,gum,3.940,verbnet+wn-primary,yes
1737,lance,3.940,verbnet+wn-primary,yes
1738,leap,3.940,verbnet+brown+wn-primary,yes
1739,lynch,3.940,verbnet+wn-primary,yes
1740,refund,3.940,verbnet+wn-primary,yes
1741,scam,3.940,wn-primary,no
1742,sober,3.940,verbnet+brown+wn-primary,yes
1743,spice,3.940,verbnet+brown+wn-primary,yes
1744,squeeze,3.940,verbnet+brown+wn-primary,yes
1745,swap,3.940,verbnet+wn-primary,yes
1746,thrill,3.720,verbnet+brown+wn-primary,yes
1747,towel,3.940,verbnet+wn-primary,yes
1748,verify,3.880,verbnet+brown+wn-primary,yes
1749,arise,3.930,verbnet+brown+wn-primary,yes
1750,bloom,3.930,verbnet+brown,yes
1751,bundle,3.930,verbnet+brown+wn-primary,no
1752,butterfly,3.930,wn-primary,no
1753,clown,3.930,wn-primary,no
1754,dial,3.930,brown+wn-primary,no
