rank,lemma,zipf_freq,evidence,in_workbook
3697,blindfold,2.800,verbnet+wn-primary,yes
3698,boomerang,3.060,wn-primary,no
3699,brim,3.060,wn-primary,no
3700,corral,3.060,verbnet+wn-primary,yes
3701,deviate,3.060,verbnet+brown+wn-primary,yes
3702,dribble,3.060,verbnet+wn-primary,yes
3703,energize,2.760,verbnet+wn-primary,yes
3704,excruciate,0.000,wn-primary,no
3705,flutter,3.060,verbnet+brown+wn-primary,yes
3706,hoof,3.060,wn-primary,no
3707,jest,3.060,verbnet+wn-primary,yes
3708,mainline,3.060,verbnet+wn-primary,yes
3709,mime,3.060,wn-primary,no
3710,mistrust,3.060,verbnet+wn-primary,yes
3711,protrude,2.490,verbnet+brown+wn-primary,yes
3712,quack,3.060,verbnet+wn-primary,yes
3713,regroup,3.060,verbnet+wn-primary,yes
3714,reimburse,3.060,verbnet+brown+wn-primary,yes
3715,reinvent,3.060,wn-primary,no
3716,skirmish,3.060,verbnet+wn-primary,yes
3717,solidify,2.990,verbnet+wn-primary,yes
3718,spearhead,2.830,verbnet,no
3719,spook,2.880,verbnet+wn-primary,yes
3720,stow,3.060,verbnet+wn-primary,yes
3721,stylize,1.450,wn-primary,no
3722,suffocate,2.860,verbnet+brown+wn-primary,yes
3723,sympathize,3.060,verbnet+brown+wn-primary,no
3724,transpire,2.360,verbnet+brown+wn-primary,yes
3725,wad,3.060,verbnet+brown+wn-primary,yes
3726,asterisk,3.050,wn-primary,no
3727,barter,3.050,verbnet+wn-primary,no
3728,convolute,1.450,wn-primary,no
3729,crayon,3.050,verbnet+wn-primary,yes
3730,cremate,2.120,verbnet+wn-primary,yes
3731,decode,3.020,wn-primary,no
3732,deluge,3.050,verbnet+wn-primary,yes
3733,desist,3.050,verbnet+wn-primary,no
3734,dilapidate,0.000,brown+wn-primary,no
3735,drool,3.040,verbnet+wn-primary,yes
3736,exclaim,2.820,verbnet+brown+wn-primary,yes
3737,expedite,3.050,wn-primary,no
3738,hiccup,2.910,verbnet+wn-primary,yes
3739,hiss,3.050,verbnet+brown+wn-primary,yes
3740,individualize,1.870,brown+wn-primary,no
3741,instigate,2.760,verbnet+wn-primary,yes
3742,masquerade,3.050,verbnet+brown+wn-primary,yes
3743,mistreat,2.490,wn-primary,no
3744,overcast,3.050,verbnet+wn-primary,yes
3745,perplex,1.880,verbnet+brown+wn-primary,yes
3746,prune,2.960,verbnet+wn-primary,yes
3747,redact,2.020,verbnet+wn-primary,yes
3748,retract,3.030,verbnet+brown+wn-primary,yes
3749,shackle,2.560,verbnet+wn-primary,yes
3750,suffix,3.050,wn-primary,no
3751,weightlift,0.000,wn-primary,no
3752,zig,3.050,verbnet,yes
3753,ascribe,2.750,brown+wn-primary,no
3754,brooch,3.040,wn-primary,no
3755,bunt,2.820,verbnet+wn-primary,yes
3756,cabal,3.040,wn-primary,no
3757,causeway,3.040,wn-primary,no
3758,coexist,3.040,verbnet+wn-primary,yes
3759,consummate,3.040,brown+wn-primary,no
3760,decoy,3.040,wn-primary,no
3761,demote,2.290,wn-primary,no
3762,deprave,1.390,wn-primary,no
3763,ebb,3.040,verbnet+brown+wn-primary,yes
3764,enshrine,2.190,wn-primary,no
3765,evaporate,3.010,verbnet+brown+wn-primary,yes
3766,foray,3.040,wn-primary,no
3767,garnish,3.040,verbnet+wn-primary,yes
3768,hap,3.040,wn-primary,no
3769,muffle,2.280,verbnet+brown+wn-primary,no
3770,replenish,3.040,verbnet+brown+wn-primary,yes
3771,scrabble,3.040,verbnet+wn-primary,yes
3772,scrimmage,3.040,wn-primary,no
3773,smirk,3.040,verbnet+wn-primary,yes
3774,snipe,3.040,verbnet+wn-primary,no
3775,snuggle,3.040,brown+wn-primary,no
3776,spew,2.900,verbnet+wn-primary,yes
3777,stalemate,3.040,wn-primary,no
3778,symbolize,3.040,verbnet+brown+wn-primary,yes
3779,tarmac,3.040,verbnet+wn-primary,yes
3780,unpack,3.040,wn-primary,no
3781,victimize,2.240,brown+wn-primary,no
3782,winch,3.040,wn-primary,no
3783,assent,3.030,brown+wn-primary,no
3784,babysit,3.030,verbnet,yes
3785,blot,3.030,verbnet+brown+wn-primary,yes
3786,bode,3.030,wn-primary,no
3787,boggle,2.270,verbnet+wn-primary,yes
3788,cede,2.860,verbnet+wn-primary,yes
3789,corset,3.030,wn-primary,no
3790,crock,3.030,wn-primary,no
3791,dislocate,2.170,verbnet+wn-primary,yes
3792,disseminate,3.030,verbnet+brown+wn-primary,yes
3793,emanate,2.510,verbnet+brown+wn-primary,yes
3794,gallop,3.030,verbnet+brown+wn-primary,yes
3795,hallow,2.370,wn-primary,no
3796,heave,2.900,verbnet+brown+wn-primary,yes
3797,incriminate,2.580,verbnet+wn-primary,yes
3798,inundate,2.070,verbnet+wn-primary,yes
3799,manoeuvre,3.030,wn-primary,no
3800,misinterpret,2.600,verbnet+brown+wn-primary,yes
3801,modernize,3.030,verbnet+brown+wn-primary,yes
3802,petrify,1.670,verbnet+wn-primary,yes
3803,preclude,3.030,verbnet+brown+wn-primary,no
3804,pressurize,2.070,wn-primary,no
3805,radiate,2.960,verbnet+brown+wn-primary,yes
3806,resound,2.270,verbnet+wn-primary,yes
3807,snooker,3.030,wn-primary,no
3808,sprain,2.850,verbnet+wn-primary,yes
3809,toil,3.030,verbnet+wn-primary,yes
3810,toot,3.030,verbnet+wn-primary,yes
3811,truncate,2.240,verbnet+brown+wn-primary,yes
3812,varnish,3.030,verbnet+wn-primary,yes
3813,yank,3.000,verbnet+brown+wn-primary,yes
3814,bequeath,2.470,verbnet+wn-primary,yes
3815,fasten,2.980,verbnet+brown+wn-primary,yes
3816,fawn,3.020,verbnet+wn-primary,yes
3817,galvanize,2.310,verbnet+brown+wn-primary,yes
3818,hypothesize,2.500,brown+wn-primary,no
3819,infuriate,2.410,verbnet+brown+wn-primary,yes
3820,jolt,3.020,verbnet+brown+wn-primary,yes
3821,mince,3.020,verbnet+brown+wn-primary,yes
3822,monogram,3.020,verbnet,yes
3823,overuse,3.020,wn-primary,no
3824,rescind,2.870,brown+wn-primary,no
3825,sift,3.020,verbnet+brown+wn-primary,yes
3826,smother,2.850,verbnet+brown+wn-primary,yes
3827,soot,3.020,wn-primary,no
3828,suture,3.020,verbnet,yes
3829,tailgate,3.020,wn-primary,no
3830,unhinge,1.770,verbnet+wn-primary,yes
3831,veer,3.020,verbnet+brown+wn-primary,yes
3832,wither,3.020,verbnet+brown+wn-primary,yes
3833,wobble,3.020,verbnet+brown+wn-primary,yes
3834,abridge,1.950,verbnet+wn-primary,yes
3835,bicker,2.560,verbnet+wn-primary,yes
3836,braille,3.010,wn-primary,no
3837,catapult,3.010,verbnet+brown+wn-primary,yes
3838,cog,3.010,wn-primary,no
3839,detract,3.010,wn-primary,no
3840,dissuade,3.010,verbnet+brown+wn-primary,no
3841,ferret,3.010,wn-primary,no
3842,financier,3.010,wn-primary,no
3843,ftp,3.010,wn-primary,no
3844,garb,3.010,verbnet+wn-primary,yes
3845,grope,2.680,verbnet+brown+wn-primary,yes
3846,legislate,3.010,verbnet+wn-primary,no
3847,nestle,2.990,verbnet+brown+wn-primary,yes
3848,outperform,3.010,wn-primary,no
3849,peddle,2.760,verbnet+wn-primary,yes
3850,perforate,2.020,verbnet+brown+wn-primary,yes
3851,pitchfork,3.010,wn-primary,no
3852,rafter,2.560,wn-primary,no
3853,reappear,3.010,verbnet+brown+wn-primary,yes
3854,rearrange,3.010,verbnet+brown+wn-primary,yes
3855,reissue,3.010,wn-primary,no
3856,repulse,2.550,verbnet+wn-primary,yes
3857,skydive,2.570,wn-primary,no
3858,smite,2.930,verbnet+wn-primary,yes
3859,snort,3.010,verbnet+brown+wn-primary,yes
3860,subside,2.880,verbnet+brown+wn-primary,yes
3861,sweeten,2.770,verbnet+wn-primary,yes
3862,tampon,2.890,wn-primary,no
3863,taunt,2.960,verbnet+brown+wn-primary,yes
3864,tsk,3.010,wn-primary,no
3865,xerox,3.010,wn-primary,no
3866,alight,3.000,wn-primary,no
3867,bugger,3.000,wn-primary,no
3868,buoy,3.000,verbnet+wn-primary,yes
3869,disorganize,1.450,verbnet+brown+wn-primary,yes
3870,earmark,2.240,wn-primary,no
3871,encase,2.090,wn-primary,no
3872,fluctuate,2.990,verbnet+brown+wn-primary,no
3873,fowl,3.000,verbnet+wn-primary,no
3874,freckle,2.360,verbnet+wn-primary,yes
3875,guillotine,3.000,wn-primary,no
3876,gull,3.000,verbnet+wn-primary,yes
3877,instill,3.000,wn-primary,no
3878,invalidate,3.000,verbnet+brown+wn-primary,no
3879,lisp,3.000,verbnet+wn-primary,yes
3880,magnify,2.770,verbnet+brown+wn-primary,yes
3881,mew,3.000,verbnet+wn-primary,yes
3882,nix,3.000,wn-primary,no
3883,overpower,2.850,brown+wn-primary,no
3884,overwork,2.620,wn-primary,no
3885,pantomime,3.000,wn-primary,no
3886,predicate,2.850,wn-primary,no
3887,quell,3.000,verbnet+brown+wn-primary,no
3888,rehabilitate,3.000,wn-primary,no
3889,reorganize,2.800,verbnet+brown+wn-primary,yes
3890,reread,3.000,brown+wn-primary,no
3891,roost,3.000,verbnet+wn-primary,yes
3892,sieve,3.000,verbnet+wn-primary,yes
3893,snicker,2.480,verbnet+wn-primary,yes
3894,stifle,3.000,verbnet+brown+wn-primary,yes
3895,travesty,3.000,wn-primary,no
3896,agonize,2.140,verbnet+brown+wn-primary,yes
3897,blacken,2.250,verbnet+brown+wn-primary,yes
3898,colonize,2.780,wn-primary,no
3899,decapitate,2.360,verbnet+wn-primary,yes
3900,forgo,2.990,verbnet+wn-primary,yes
3901,goof,2.990,wn-primary,no
3902,hoot,2.990,verbnet+brown+wn-primary,yes
3903,incarnate,2.990,wn-primary,no
3904,lint,2.990,verbnet,yes
3905,manicure,2.990,verbnet+wn-primary,yes
3906,materialize,2.990,verbnet+brown+wn-primary,yes
3907,misspell,2.260,verbnet+wn-primary,yes
3908,mush,2.990,wn-primary,no
3909,precipitate,2.780,verbnet+brown+wn-primary,yes
3910,rivet,2.690,verbnet+wn-primary,yes
3911,scour,2.970,verbnet+brown+wn-primary,yes
3912,sleigh,2.990,verbnet+wn-primary,yes
3913,sliver,2.990,verbnet+wn-primary,yes
3914,slush,2.990,wn-primary,no
3915,smelt,2.990,brown+wn-primary,no
3916,stonewall,2.990,wn-primary,no
3917,swivel,2.990,wn-primary,no
3918,underdevelop,0.000,wn-primary,no
3919,vindicate,2.540,brown+wn-primary,no
3920,whirlpool,2.990,wn-primary,no
3921,whisker,2.560,wn-primary,no
3922,carmine,2.980,wn-primary,no
3923,checkmate,2.980,wn-primary,no
3924,confide,2.900,verbnet+brown+wn-primary,yes
3925,daydream,2.980,verbnet+wn-primary,yes
3926,deafen,1.780,verbnet+wn-primary,yes
3927,docket,2.980,wn-primary,no
3928,electrify,2.360,verbnet+wn-primary,yes
3929,fizz,2.980,verbnet+wn-primary,yes
3930,gush,2.830,verbnet+brown+wn-primary,yes
3931,interlock,2.620,verbnet+brown+wn-primary,no
3932,lard,2.980,verbnet+wn-primary,yes
3933,negate,2.980,wn-primary,no
3934,noose,2.980,wn-primary,no
3935,parse,2.980,wn-primary,no
3936,promulgate,2.290,verbnet+brown+wn-primary,yes
3937,punctuate,2.340,verbnet+brown+wn-primary,yes
3938,recoup,2.980,verbnet+wn-primary,yes
3939,rediscover,2.800,wn-primary,no
3940,rove,2.860,verbnet+brown+wn-primary,yes
3941,sass,2.980,wn-primary,no
3942,savor,2.980,verbnet+brown+wn-primary,yes
3943,shimmer,2.980,verbnet+brown+wn-primary,yes
3944,shoplift,2.090,verbnet+wn-primary,yes
3945,snooze,2.980,verbnet+wn-primary,yes
3946,annihilate,2.880,verbnet+wn-primary,yes
3947,atrophy,2.970,verbnet+wn-primary,yes
3948,bib,2.970,wn-primary,no
3949,bottleneck,2.970,wn-primary,no
3950,buccaneer,2.410,wn-primary,no
3951,bumble,2.970,wn-primary,no
3952,codify,2.390,wn-primary,no
3953,deduce,2.970,verbnet+brown+wn-primary,yes
3954,displease,2.200,verbnet+brown+wn-primary,yes
3955,elate,1.330,verbnet+brown+wn-primary,yes
3956,embroil,1.720,wn-primary,no
3957,expend,2.900,brown+wn-primary,no
3958,facsimile,2.970,wn-primary,no
3959,fillet,2.970,verbnet,yes
3960,garter,2.970,wn-primary,no
3961,impersonate,2.750,verbnet+wn-primary,no
3962,liquidate,2.800,verbnet+brown+wn-primary,yes
3963,mortify,1.810,verbnet+wn-primary,yes
3964,overjoy,0.000,wn-primary,no
3965,pander,2.640,wn-primary,no
3966,pooch,2.970,wn-primary,no
3967,popularize,2.460,verbnet+wn-primary,yes
3968,pounce,2.970,verbnet+wn-primary,yes
3969,recede,2.710,verbnet+brown+wn-primary,yes
3970,republish,2.130,wn-primary,no
3971,shoal,2.930,wn-primary,no
3972,teleport,2.970,wn-primary,no
3973,underscore,2.970,verbnet+brown+wn-primary,yes
3974,caddy,2.960,verbnet+wn-primary,yes
3975,chisel,2.960,verbnet+wn-primary,yes
3976,coax,2.960,verbnet+brown+wn-primary,yes
3977,cull,2.960,verbnet+wn-primary,yes
3978,dilate,2.440,verbnet+brown+wn-primary,yes
3979,disarray,2.960,wn-primary,no
3980,disintegrate,2.880,verbnet+brown+wn-primary,yes
3981,mesmerize,1.970,verbnet+wn-primary,yes
3982,misread,2.960,wn-primary,no
3983,misrepresent,2.650,brown+wn-primary,no
3984,modulate,2.740,verbnet+wn-primary,yes
3985,necessitate,2.840,verbnet+brown+wn-primary,yes
3986,orientate,1.940,wn-primary,no
3987,outrun,2.960,brown+wn-primary,no
3988,pamper,2.780,wn-primary,no
3989,persevere,2.960,verbnet+wn-primary,yes
3990,prawn,2.870,verbnet+wn-primary,no
3991,profane,2.960,wn-primary,no
3992,reprise,2.960,wn-primary,no
3993,scold,2.810,verbnet+wn-primary,yes
3994,silt,2.960,wn-primary,no
3995,sonnet,2.960,wn-primary,no
3996,tether,2.960,verbnet+brown+wn-primary,yes
3997,troubleshoot,2.550,wn-primary,no
3998,undress,2.870,verbnet+brown+wn-primary,yes
3999,whirl,2.960,verbnet+brown+wn-primary,yes
4000,zap,2.960,wn-primary,no
4001,amalgamate,2.230,verbnet+wn-primary,no
4002,annul,2.490,verbnet+wn-primary,no
4003,befriend,2.930,wn-primary,no
4004,blare,2.390,verbnet+wn-primary,yes
4005,debunk,2.680,wn-primary,no
4006,disconcert,1.620,verbnet+wn-primary,yes
4007,elapse,2.030,brown+wn-primary,no
4008,glean,2.730,verbnet+wn-primary,yes
4009,honk,2.950,verbnet+wn-primary,yes
4010,monger,2.610,wn-primary,no
4011,mutter,2.770,verbnet+brown+wn-primary,yes
4012,naturalize,2.030,verbnet+brown+wn-primary,yes
4013,reelect,1.910,verbnet+wn-primary,yes
4014,retell,2.240,wn-primary,no
4015,scallop,2.750,verbnet+wn-primary,yes
4016,secrete,2.720,wn-primary,no
4017,subvert,2.950,verbnet+wn-primary,yes
4018,sunburn,2.950,verbnet+wn-primary,yes
4019,swerve,2.950,verbnet+brown+wn-primary,yes
4020,tarnish,2.850,verbnet+brown+wn-primary,yes
4021,topple,2.950,verbnet+brown+wn-primary,yes
4022,tusk,2.950,wn-primary,no
4023,affix,2.630,verbnet+brown+wn-primary,yes
4024,caress,2.940,verbnet+brown+wn-primary,yes
4025,censure,2.940,verbnet+wn-primary,yes
4026,cleave,2.850,verbnet+wn-primary,yes
4027,clump,2.940,verbnet+wn-primary,yes
4028,exasperate,1.900,verbnet+brown+wn-primary,yes
4029,federate,1.780,verbnet+wn-primary,yes
4030,fixate,2.310,verbnet+wn-primary,no
4031,honeycomb,2.940,verbnet+wn-primary,yes
4032,hurrah,2.940,wn-primary,no
4033,idealize,2.090,brown+wn-primary,no
4034,mangle,2.390,verbnet+wn-primary,yes
4035,mull,2.940,wn-primary,no
4036,premeditate,1.260,wn-primary,no
4037,reassign,2.300,verbnet+wn-primary,yes
4038,recast,2.940,verbnet+wn-primary,yes
4039,reproach,2.940,verbnet+wn-primary,yes
4040,repurchase,2.940,wn-primary,no
4041,saith,2.940,brown,no
4042,scrutinize,2.760,verbnet+brown+wn-primary,yes
4043,serenade,2.940,wn-primary,no
4044,splurge,2.940,wn-primary,no
4045,teem,2.070,verbnet+wn-primary,yes
4046,tut,2.940,wn-primary,no
4047,wank,2.940,wn-primary,no
4048,wreak,2.940,wn-primary,no
4049,yap,2.940,verbnet+wn-primary,yes
4050,amputate,2.410,wn-primary,no
4051,authenticate,2.720,wn-primary,no
4052,bask,2.930,verbnet+brown+wn-primary,yes
4053,bristle,2.750,verbnet+brown+wn-primary,yes
4054,centralise,1.860,wn-primary,no
4055,crumple,2.320,verbnet+brown+wn-primary,yes
4056,demean,2.580,verbnet+wn-primary,yes
4057,disfigure,2.130,verbnet+brown+wn-primary,yes
4058,disprove,2.930,verbnet+brown+wn-primary,yes
4059,divulge,2.930,verbnet+wn-primary,yes
4060,emboss,1.670,verbnet+wn-primary,yes
4061,encircle,2.610,verbnet+brown+wn-primary,yes
4062,expatriate,2.930,wn-primary,no
4063,farrow,2.930,wn-primary,no
4064,fluster,1.790,wn-primary,no
4065,gulp,2.930,verbnet+brown+wn-primary,yes
4066,hasten,2.930,verbnet+brown+wn-primary,yes
4067,immigrate,2.610,wn-primary,no
4068,irradiate,1.940,brown+wn-primary,no
4069,medicate,2.480,verbnet+wn-primary,yes
4070,moonshine,2.930,wn-primary,no
4071,overstate,2.670,verbnet+wn-primary,yes
4072,pall,2.930,wn-primary,no
4073,pique,2.930,verbnet+wn-primary,yes
4074,refuel,2.840,brown+wn-primary,no
4075,reprimand,2.900,wn-primary,no
4076,resell,2.930,wn-primary,no
4077,sledgehammer,2.930,wn-primary,no
4078,snip,2.840,verbnet+wn-primary,yes
4079,trifle,2.930,verbnet+wn-primary,no
4080,twine,2.930,verbnet+wn-primary,yes
4081,baa,2.920,verbnet+wn-primary,yes
4082,brainstorm,2.850,wn-primary,no
4083,christen,2.630,verbnet+wn-primary,yes
4084,chug,2.920,verbnet+wn-primary,yes
4085,clarion,2.920,wn-primary,no
4086,congregate,2.920,verbnet+brown+wn-primary,yes
4087,corroborate,2.920,verbnet+brown+wn-primary,yes
4088,denominate,1.450,wn-primary,no
4089,exonerate,2.610,verbnet+brown+wn-primary,no
4090,falsify,2.550,brown+wn-primary,no
4091,fertilize,2.610,verbnet+brown+wn-primary,yes
4092,flaunt,2.920,verbnet+brown+wn-primary,yes
4093,flinch,2.920,verbnet+wn-primary,no
4094,frisk,2.920,verbnet+wn-primary,yes
4095,gad,2.920,wn-primary,no
4096,girth,2.920,wn-primary,no
4097,impregnate,2.490,verbnet+wn-primary,yes
4098,lacquer,2.920,verbnet+wn-primary,yes
4099,liquefy,2.180,verbnet+wn-primary,yes
4100,mechanize,1.590,verbnet+brown+wn-primary,yes
4101,murmur,2.920,verbnet+brown+wn-primary,yes
4102,refinance,2.920,wn-primary,no
4103,siphon,2.920,verbnet+wn-primary,yes
4104,spangle,1.720,wn-primary,no
4105,superimpose,2.100,verbnet+brown+wn-primary,yes
4106,velcro,2.920,wn-primary,no
4107,clench,2.650,verbnet+brown+wn-primary,yes
4108,crackle,2.780,verbnet+wn-primary,yes
4109,digitize,2.280,wn-primary,no
4110,dissect,2.900,wn-primary,no
4111,downplay,2.910,wn-primary,no
4112,elude,2.780,verbnet+brown+wn-primary,no
4113,encapsulate,2.510,wn-primary,no
4114,enquire,2.910,verbnet+wn-primary,yes
4115,environ,2.170,wn-primary,no
4116,exterminate,2.910,verbnet+brown+wn-primary,yes
4117,faze,2.910,verbnet+wn-primary,yes
4118,gondola,2.910,verbnet,yes
4119,handcraft,2.010,wn-primary,no
4120,harbinger,2.910,wn-primary,no
4121,imbue,2.420,verbnet+wn-primary,yes
4122,introvert,2.910,wn-primary,no
4123,misinform,1.800,wn-primary,no
4124,mumble,2.910,verbnet+brown+wn-primary,yes
4125,ordinate,2.910,wn-primary,no
4126,overbear,1.350,wn-primary,no
4127,personify,2.210,brown+wn-primary,no
4128,plummet,2.850,verbnet+wn-primary,no
4129,preexist,0.000,wn-primary,no
4130,pulsate,1.810,verbnet+brown+wn-primary,yes
4131,putter,2.910,verbnet+wn-primary,yes
4132,recline,2.510,verbnet+brown+wn-primary,yes
4133,replete,2.910,wn-primary,no
4134,ruffle,2.790,verbnet+brown+wn-primary,yes
4135,scat,2.910,wn-primary,no
4136,standardise,2.100,wn-primary,no
4137,stooge,2.730,wn-primary,no
4138,undervalue,2.350,wn-primary,no
4139,vanquish,2.620,wn-primary,no
4140,aggrieve,1.090,verbnet+brown+wn-primary,yes
4141,bereave,0.000,verbnet+wn-primary,yes
4142,declassify,2.230,wn-primary,no
4143,deflate,2.610,verbnet+wn-primary,yes
4144,destruct,2.900,wn-primary,no
4145,disenfranchise,2.280,verbnet+wn-primary,no
4146,disengage,2.900,verbnet+wn-primary,yes
4147,disorient,1.940,wn-primary,no
4148,espouse,2.680,brown+wn-primary,no
4149,incase,2.900,wn-primary,no
4150,infatuate,1.300,wn-primary,no
4151,maul,2.900,wn-primary,no
4152,meander,2.690,verbnet+brown+wn-primary,yes
4153,mulch,2.900,verbnet+wn-primary,yes
4154,nourish,2.900,verbnet+brown+wn-primary,no
4155,overpay,2.360,wn-primary,no
4156,preheat,2.900,wn-primary,no
4157,reevaluate,2.900,wn-primary,no
4158,rerun,2.900,wn-primary,no
4159,snub,2.900,verbnet+brown+wn-primary,yes
4160,squeak,2.900,verbnet+wn-primary,yes
4161,stucco,2.900,verbnet+wn-primary,yes
4162,thud,2.900,verbnet+wn-primary,yes
4163,ventilate,2.290,verbnet+brown+wn-primary,yes
4164,whiten,2.410,verbnet+brown+wn-primary,yes
4165,whiz,2.900,verbnet+brown+wn-primary,yes
4166,affront,2.890,verbnet+wn-primary,yes
4167,circumcise,2.050,verbnet+wn-primary,yes
4168,debug,2.860,verbnet+wn-primary,yes
4169,downsize,2.650,wn-primary,no
4170,filibuster,2.890,wn-primary,no
4171,grandstand,2.890,wn-primary,no
4172,grumble,2.800,verbnet+brown+wn-primary,yes
4173,lengthen,2.810,verbnet+brown+wn-primary,yes
4174,oar,2.890,verbnet,yes
4175,ooze,2.800,verbnet+brown+wn-primary,yes
4176,outscore,2.080,wn-primary,no
4177,pelt,2.890,verbnet+wn-primary,yes
4178,putty,2.890,verbnet+wn-primary,yes
4179,quench,2.890,verbnet+wn-primary,yes
4180,rationalize,2.890,verbnet+brown+wn-primary,yes
4181,retort,2.890,verbnet+brown+wn-primary,yes
4182,squander,2.740,verbnet+wn-primary,yes
4183,sterilize,2.620,verbnet+brown+wn-primary,yes
4184,swish,2.890,verbnet+brown+wn-primary,yes
4185,thicken,2.710,verbnet+brown+wn-primary,yes
4186,tomahawk,2.890,wn-primary,no
4187,undulate,1.830,verbnet+wn-primary,yes
4188,attune,1.970,brown+wn-primary,no
4189,befit,2.070,wn-primary,no
4190,canvass,2.810,verbnet+wn-primary,yes
4191,cleat,2.370,wn-primary,no
4192,counterattack,2.880,wn-primary,no
4193,defuse,2.880,wn-primary,no
4194,dishonor,2.880,wn-primary,no
4195,disjoint,2.480,wn-primary,no
4196,disparage,2.580,verbnet+wn-primary,yes
4197,divest,2.880,verbnet+wn-primary,yes
4198,frock,2.880,verbnet+wn-primary,yes
4199,localise,1.800,wn-primary,no
4200,oxidize,2.360,verbnet+wn-primary,yes
4201,panhandle,2.880,wn-primary,no
4202,paralyse,2.090,wn-primary,no
4203,parch,1.450,verbnet+wn-primary,yes
4204,reintroduce,2.710,wn-primary,no
4205,reprieve,2.880,wn-primary,no
4206,resupply,2.880,verbnet,yes
4207,resurface,2.630,wn-primary,no
4208,shrill,2.880,verbnet+brown,yes
4209,skyrocket,2.790,verbnet+wn-primary,no
4210,swoon,2.880,verbnet+wn-primary,yes
4211,tithe,2.880,verbnet+wn-primary,yes
4212,underpin,2.670,wn-primary,no
4213,airlift,2.870,wn-primary,no
4214,bootstrap,2.870,wn-primary,no
4215,chirp,2.790,verbnet+wn-primary,yes
4216,citrate,2.870,wn-primary,no
4217,consign,2.460,brown+wn-primary,no
4218,cowl,2.870,wn-primary,no
4219,decompose,2.750,verbnet+brown+wn-primary,yes
4220,detest,2.870,verbnet+brown+wn-primary,yes
4221,flail,2.550,verbnet+brown+wn-primary,yes
4222,foolproof,2.870,wn-primary,no
4223,gash,2.870,verbnet,yes
4224,glisten,2.250,verbnet+brown+wn-primary,yes
4225,gravitate,2.870,wn-primary,no
4226,muddle,2.790,verbnet+wn-primary,yes
4227,preamble,2.870,wn-primary,no
4228,predate,2.590,verbnet+wn-primary,yes
4229,puree,2.870,wn-primary,no
4230,racketeer,2.140,wn-primary,no
4231,reshape,2.870,wn-primary,no
4232,revitalize,2.870,verbnet+wn-primary,yes
4233,seethe,2.180,verbnet+wn-primary,yes
4234,slog,2.870,verbnet+wn-primary,yes
4235,smut,2.870,verbnet+wn-primary,yes
4236,sop,2.870,verbnet+wn-primary,yes
4237,splice,2.870,verbnet+wn-primary,no
4238,vandalize,2.190,wn-primary,no
4239,vitriol,2.870,wn-primary,no
4240,welt,2.870,wn-primary,no
4241,wheeze,2.400,verbnet+wn-primary,yes
4242,yaw,2.870,verbnet+wn-primary,yes
4243,atone,2.860,wn-primary,no
4244,bankroll,2.860,wn-primary,no
4245,belittle,2.860,verbnet+wn-primary,yes
4246,betroth,1.530,verbnet+wn-primary,yes
4247,caper,2.860,verbnet,yes
4248,cere,2.000,wn-primary,no
4249,chagrin,2.860,verbnet+wn-primary,yes
4250,chock,2.860,wn-primary,no
4251,conjugate,2.860,brown+wn-primary,no
4252,dishearten,1.630,verbnet+brown+wn-primary,yes
4253,eavesdrop,2.480,verbnet+wn-primary,yes
4254,finalise,2.450,wn-primary,no
4255,harlequin,2.860,wn-primary,no
4256,internalize,2.540,wn-primary,no
4257,jot,2.860,verbnet+wn-primary,yes
4258,mildew,2.860,wn-primary,no
4259,preconceive,0.000,wn-primary,no
4260,quicken,2.860,verbnet+brown+wn-primary,yes
4261,revolutionize,2.850,brown+wn-primary,no
4262,shriek,2.760,verbnet+brown+wn-primary,yes
4263,thatch,2.710,verbnet,yes
4264,unbridle,0.000,wn-primary,no
4265,vamp,2.860,wn-primary,no
4266,wanton,2.860,wn-primary,no
4267,babble,2.770,verbnet+wn-primary,yes
4268,blemish,2.850,verbnet+wn-primary,yes
4269,cuckold,2.850,verbnet+wn-primary,yes
4270,defraud,2.850,verbnet+wn-primary,yes
4271,dike,2.850,wn-primary,no
4272,embolden,2.300,verbnet+wn-primary,yes
4273,flog,2.700,verbnet+brown+wn-primary,yes
4274,freshen,2.850,verbnet+wn-primary,yes
4275,lunge,2.850,brown+wn-primary,no
4276,nibble,2.850,verbnet+wn-primary,yes
4277,nullify,2.850,verbnet+brown+wn-primary,no
4278,rickshaw,2.850,verbnet,yes
4279,romp,2.850,verbnet+wn-primary,yes
4280,rustle,2.720,verbnet+brown+wn-primary,yes
4281,scavenge,2.510,verbnet+wn-primary,yes
4282,shoo,2.850,verbnet+wn-primary,yes
4283,unbind,1.890,wn-primary,no
4284,underpay,1.720,wn-primary,no
4285,unnerve,1.910,verbnet+wn-primary,yes
4286,vex,2.850,verbnet+brown+wn-primary,yes
4287,append,2.640,wn-primary,no
4288,decommission,2.180,wn-primary,no
4289,disown,2.720,brown+wn-primary,no
4290,electrocute,2.260,verbnet+wn-primary,yes
4291,foretell,2.310,verbnet+wn-primary,yes
4292,formalize,2.470,brown+wn-primary,no
4293,gaol,2.840,wn-primary,no
4294,henna,2.840,verbnet+wn-primary,yes
4295,hock,2.840,verbnet+wn-primary,yes
4296,holler,2.840,verbnet+brown+wn-primary,yes
4297,husk,2.840,verbnet+wn-primary,yes
